window,nsup,prd,support...
106,32,12.678003,24,3,0,2,12,49,5,11,7,15,4,48,101,186,8,14,58,13,22,30,6,23,50,100,102,99,98,9,44,21,224,147
107,32,11.072608,17,5,0,1,35,4,8,11,36,7,3,18,10,34,73,15,29,72,9,30,12,74,16,14,6,38,2,70,79,59,83,142
108,32,9.007742,30,16,15,4,0,63,31,6,33,32,8,1,17,9,62,7,14,60,65,124,10,2,64,123,34,11,66,28,125,61,122,18
109,32,10.480600,7,58,28,3,29,57,6,15,59,5,117,116,0,30,127,12,1,31,2,115,4,73,41,60,254,87,232,65,25,64,52,37
110,32,15.103920,23,11,0,2,6,1,24,14,13,31,48,20,7,47,22,9,5,8,95,46,3,127,94,10,96,45,64,19,91,188,15,44
111,32,11.352292,22,7,11,45,44,4,23,2,3,90,12,21,89,46,13,10,91,14,87,5,0,43,24,6,48,9,218,153,93,47,106,250
112,32,10.731485,6,21,3,43,42,7,1,10,4,22,0,13,86,2,85,12,150,44,14,18,41,8,89,83,20,87,19,11,72,40,5,84
113,32,20.204675,19,5,2,38,39,6,1,9,107,20,12,0,18,78,15,3,4,41,217,188,178,79,11,126,77,199,16,40,244,31,44,106
114,32,15.569379,31,62,0,17,34,4,5,15,30,2,70,35,8,7,16,11,18,127,12,69,61,28,6,36,3,14,251,1,63,136,202,29
115,32,12.774766,59,7,29,3,14,4,60,6,121,120,30,10,119,9,11,2,61,1,28,27,127,15,117,105,101,94,5,255,53,12,58,254
116,32,14.971734,6,27,2,13,5,3,112,1,56,15,4,9,10,31,111,158,20,87,110,8,246,57,12,127,7,55,54,14,0,28,203,215
117,32,25.929460,31,21,6,10,30,43,62,85,3,44,88,16,20,86,15,22,42,151,87,1,9,8,127,5,41,4,140,158,69,2,253,57
118,32,14.059545,29,7,14,3,59,60,4,6,2,121,10,30,61,120,9,11,28,119,1,58,117,13,127,33,0,85,80,37,51,254,137,38
119,32,15.509115,6,27,13,55,2,3,1,15,14,56,28,113,5,7,4,9,10,12,127,112,54,114,34,26,203,101,222,158,110,57,31,226
